error1,error2
0.011794134100115667,0.01474697206700004
0.00944828804817197,0.03855376912568684
0.008276184738781353,0.06886189524953884
0.01089511254746519,0.02659448339028181
0.020290890113192177,0.036921140828473836
0.020290890113192177,0.04520975652815579
0.020290890113192177,0.016560251628588547
0.00025876902016083297,0.021518960389095367
0.006173361558444508,0.013007249230553722
0.002924559103932114,0.0028231383810947345
0.02449934171429149,0.016232301118190552
0.013216341686764126,0.02556926999190685
0.013216341686764126,0.0016355330980085323
0.013216341686764126,0.018307515478411075
0.028266554614787984,0.015528449864563977
0.023631872212468253,0.000826947204905701
0.0018807580741625322,0.028340878156365407
0.019452804568801215,0.01003348959078071
0.002687533882536517,0.01637493416400592
0.002687533882536517,0.052266558889521746
0.002687533882536517,0.004601789014945259
0.005808467471066138,0.010344176799060429
0.017429024703167015,0.013342092537832547
8.20152783352493e-05,0.01107333994816122
0.013313726050187196,0.004567198744311613
0.01040777344382274,0.003020102258433596
0.01040777344382274,0.00375404941891119
0.01040777344382274,0.0016519155586736253
0.0013699155721719166,0.012571964256213215
0.007554496627172357,0.01772243620003155
0.013514626588029287,0.004221467318153751
0.013549334553994348,0.02927903630010178
0.000889712342035819,0.017519979605387412
0.000889712342035819,0.02158970778614792
0.000889712342035819,0.025788148433535687
0.010729856241289883,0.008755156934525055
0.004218032349429228,0.009480213933016039
0.005231817879223696,0.01807004194754959
0.013039551185456962,0.0025712262392854172
0.0058954190189840034,0.009836547629478819
0.0058954190189840034,0.0030873609811113726
0.0058954190189840034,0.000380868320739882
0.008083078193753252,0.0032491251595843746
0.00959516467794393,0.009124251760746827
0.029082284153150357,0.001754810307312806
0.001142280465468372,0.00023812204786873573
0.01775112301002362,0.017040725025799855
0.01775112301002362,0.0011096752754972572
0.01775112301002362,0.007325254516092832
0.004254260140027464,0.00233777440321746
0.002911469059559869,0.03776396991144364
0.0005747357065369056,0.00935888642267544
0.0008412800259084485,0.052855684171681815
0.0006839777923511877,0.03885378214625672
0.0006839777923511877,0.04396653727279812
0.0006839777923511877,0.02642077372928368
0.0006839777923511877,0.040199694755716116
0.0006839777923511877,0.003764574622687316
0.01101685560754032,0.014145882254662224
0.009924134861433708,0.030202453550502967
0.013713345629689839,0.011192018621730507
0.013713345629689839,0.02873149300493895
0.013713345629689839,0.019971256791939652
0.013713345629689839,0.02644502980833686
0.0008340478778101019,0.07454008005797913
0.00837404486558464,0.14604886235622097
0.00304005464440667,0.05018299130117148
0.008743114663711972,0.10596103844578217
0.008743114663711972,0.0711425299120067
0.008743114663711972,0.05275839250511126
0.00435594518762121,0.04528244138323949
0.010101615326331501,0.1625759432512935
0.016330066211363927,0.012133548666521657
0.012489103154553911,0.12173916350650056
0.004041977288328801,0.06707985488554646
0.004041977288328801,0.023764090706195347
0.004041977288328801,0.009147628224178325
0.005850501676235117,0.08484596986996495
0.00030451336158521936,0.007521319013573974
0.026461089928264053,0.06240206578794807
0.0011775918978035897,0.04515024366964885
0.018329055497571557,0.006679046250803519
0.018329055497571557,0.032054031855099585
0.018329055497571557,0.0035967679490755506
0.0090824446070236,0.01621364878005423
0.025363695143067345,0.04500351392063038
0.011302079678579376,0.02394718362937144
0.0032688758716384325,0.014879171020877699
0.017911174268028428,0.007883924701085183
0.017911174268028428,0.016896538197910326
0.017911174268028428,0.00649067245750377
0.02067835636216238,0.05396855541826101
0.009057465122711559,0.018591292683108062
0.0034880634103731903,0.02282242020915317
0.010115423229857074,0.004810115604677054
0.005673148546125706,0.007720187548206573
0.005673148546125706,0.01405861092191516
0.005673148546125706,0.03350286251634504
0.0012878248792699259,0.01484934707054818
0.00696637782736242,0.005810454611876317
0.010786268295998531,0.08704605684820689
0.013182685764939516,0.007443315516943667
0.007334107596341099,0.03454038028632539
0.007334107596341099,0.029904798092957877
0.007334107596341099,0.011525415772537186
0.012437264332931816,0.0005704793050536641
0.0007597210563595879,0.009859164978684776
0.012030759720974567,0.021764396939806727
0.0002121106822358526,0.0064599460191318535
0.007770268236379408,0.003911550956150585
0.007770268236379408,0.014911682507334911
0.007770268236379408,0.012120513344699045
0.010438398254827638,0.05706946982044601
0.004087801234857642,0.0006022500069905335
0.012520013094628774,0.027015586569389047
0.0048089884513974135,0.006957580534546752
0.003109511850384351,0.02454652180133323
0.003109511850384351,0.022795222197036075
0.003109511850384351,0.025301365660678768
0.008097342810980507,0.007478913393966744
0.016007628883982904,0.014443996062865597
0.0026966794944769897,0.03956093921101746
0.0026936975991020424,0.018783457841539612
0.01060690220338984,0.02872334641577264
0.01060690220338984,0.05054331391182989
0.01060690220338984,0.007446699424244433
0.006057930322621022,0.008886646871468116
0.0032683467424770114,0.10039555281254041
0.0017871384899319186,0.02263488015864956
0.005724109016215936,0.04719260111744776
0.005453147704835203,0.026023422366498346
0.005453147704835203,0.025281053304373757
0.005453147704835203,0.005276571510838952
0.003047589198062958,0.0004646142651472315
0.003857693877080503,0.010148994222567594
0.024052631024006177,0.007648903597243517
0.0022487878051031885,0.16570126843929028
0.007970563923861283,0.15977426086790777
0.007970563923861283,0.0707449190158338
0.007970563923861283,0.2082554440706767
0.005063140136109197,0.11819303866952767
0.004707503837873749,0.05722805411154179
0.006133763943840833,0.14759762992033432
0.006698353440670636,0.1370545713548264
0.005645718464948425,0.016409871798251173
0.005645718464948425,0.11078388776710325
0.005645718464948425,0.13096424339353888
0.0003583625248444616,0.007430685456225927
0.008955578179464315,0.056554554861991735
0.005741787456798784,0.04365506208372562
0.0006007228899760882,0.004674841086594118
0.005290291634347013,0.049445407199600167
0.005290291634347013,0.01307111794531597
0.005290291634347013,0.04178829006586804
0.010752802769226768,0.025752566810487678
0.008916290379435143,0.00515852721351336
0.00024284552745595426,0.018898812677841596
0.011587732082472676,0.025452082724946277
0.01110381064741325,0.005209864341672032
0.01110381064741325,0.02243406478491947
0.01110381064741325,0.00015021819235098389
0.0059574762339488115,0.017892077228930662
0.017746093512967225,0.017595093957385014
0.012904868358877873,0.051274754034800744
0.013801936867141908,0.0006869896603783491
0.013801936867141908,0.00678988924014078
0.013801936867141908,0.02798858252489315
0.013801936867141908,0.019521527068677803
0.013801936867141908,0.025262206641436188
0.012180534532179177,0.019184923827373808
0.0005669614999149662,0.023025782012950573
0.0017952631366187325,0.00968585739045355
0.011050452759923092,0.006424386409856644
0.011050452759923092,0.010320733957723066
0.011050452759923092,0.021816165104334092
0.0023929134851023983,0.02181425840385825
0.0002686751029180848,0.030434381951757888
0.00627059712518248,0.02551654525605801
0.005854889012930862,0.006752637674943547
0.006769689165770537,0.0007686174603062843
0.006769689165770537,0.010093680484712422
0.006769689165770537,0.042747943058918575
0.006769689165770537,0.022102852000721686
0.005968145353806482,0.03422259016070637
0.01484554368093619,1.9925887027164692e-05
0.0059850377998693464,0.005482691062062622
0.012244893669583415,0.02930951831306603
0.012244893669583415,0.016983061886629396
0.012244893669583415,0.06062708894493238
0.0014003034194320714,0.003679161195611364
0.0015184026029454944,0.026734296531973713
0.0032815003473476412,0.003686463229044856
0.009361089086301889,0.03284348378360063
0.0005240966205607206,0.081845178748838
0.0005240966205607206,0.016081070875914007
0.0005240966205607206,0.015566868485743573
0.002660131561503428,0.008430057675918555
0.014403523684049258,0.035501946420745153
0.0025212250622713146,0.002801095489283381
0.01286085600103791,0.08344068199577427
0.0031740745445397113,0.029886574751099713
0.0031740745445397113,0.06702712271597802
0.0031740745445397113,0.026503602487254897
0.0032136536941909334,0.07521143825932354
0.007294428222630023,0.027546631701662248
0.0002399112920620348,0.006626227350885478
0.00889149839979862,0.11965467315286572
0.0005890524321177605,0.007763066406739675
0.0005890524321177605,0.02960719700810303
0.0005890524321177605,0.059231545195005314
0.0005890524321177605,0.010232461767217984
0.0021861857968829964,0.0011093424186813564
0.0033464160780114043,0.026859246456860515
0.007470665238130043,0.0014428758684936075
0.003040609469392028,0.0232674888057033
0.003040609469392028,0.03060402869558699
0.003040609469392028,0.020494595247995996
0.007044436727005342,0.10411833315707668
0.007915483668422554,0.08981828772481712
0.021387541104201366,0.062487521840075395
0.009563814360609605,0.027495104791850612
0.007778449278199968,0.04175862050277309
0.007778449278199968,0.01109062406384038
0.007778449278199968,0.12222071402216111
0.006147529322570249,0.018603943212337853
0.013195996605165038,0.01830785445089554
0.014903151282794885,0.07723432632544067
0.0029661091441361754,0.004203231706422044
0.0028659512529840836,0.0627828564726336
0.0028659512529840836,0.05955630625773506
0.0028659512529840836,0.03501423987007488
0.0032340579751545784,0.01602473197324658
0.002776728926453237,0.00010907873516083076
0.011892252911661702,0.0030097863795192675
0.006147128988387902,0.015758424984754528
0.011889319354864583,0.07289652245427723
0.011889319354864583,0.03959602875681097
0.011889319354864583,0.020955725512517683
0.0018354432463874668,0.04496513474580128
0.0009781729565405,0.042911581351693914
0.0011460763398725667,0.012004931088049748
0.00211575159322846,0.049501504967618494
0.008125444192769646,0.0010868138573135848
0.008125444192769646,0.011072804523056985
0.008125444192769646,0.06523091130910749
0.002213611402734353,0.0253894138542622
0.002917734546447208,0.01297730155440391
0.011247822795853233,0.030515847650518207
0.003926766672167095,0.05528200727114903
0.0035789602401389165,0.00196185197881722
0.0035789602401389165,0.03377352110588588
0.0035789602401389165,0.04915390244593859
0.0011888065576947631,0.02748247101906441
0.011671155320008501,0.050793138194478275
0.001964432155593249,0.03120796560665239
0.006447562780328852,0.011158044197023527
0.00016211286109279807,0.14246561844386513
0.00016211286109279807,0.06192330398640957
0.00016211286109279807,0.05100691301610464
0.0006661670355292522,0.2576226587847561
0.005056545310514778,0.0004039966179164892
0.007028082793023524,0.09506569097391321
0.00466676745386958,0.08893280680725961
0.0063800333417108465,0.045976112135871744
0.0063800333417108465,0.08375529666585856
0.0063800333417108465,0.13093464711001762
0.0035233607686676986,0.10234784450073345
0.011824126825553824,0.008747715252401667
0.00798791007150376,0.07869003957384928
0.005942829228451457,0.08214641443499873
0.0005964595510800568,0.016939899578977454
0.0005964595510800568,0.05534061542457822
0.0005964595510800568,0.01815857446166027
0.003972167723101406,0.004696813855172915
0.0036186860640034877,0.07847664505086348
0.0035707528277537284,0.014664541321299145
0.009083997626756518,0.029282165385582853
0.001333777651674557,0.14379106883913467
0.001333777651674557,0.013624585471598779
0.001333777651674557,0.08771167121990457
